dt,description,wind_speed,humidity,temperature,pressure
1555034573,Clouds,3,93,4,1025
1555038126,Clouds,3,93,4,1025
1555041730,Clouds,1,100,2,1025
1555045334,Clouds,2,100,1,1025
1555048926,Clouds,2,100,1,1025
1555052528,Clouds,2,93,3,1024
1555056127,Clouds,3,87,6,1025
1555059822,Clouds,4,81,8,1025
1555063736,Clouds,4,81,8,1025
1555067327,Clouds,4,81,8,1025
1555070914,Clouds,4,76,9,1024
1555074515,Clouds,6,76,9,1024
1555078327,Clouds,6,76,9,1024
1555081723,Clouds,6,76,9,1024
1555085720,Clouds,5,70,9,1024
1555089359,Clouds,5,76,9,1024
1555092726,Clouds,6,81,8,1024
1555096584,Clouds,5,75,8,1024
1555100208,Clouds,4,70,7,1024
1555103771,Clouds,3,75,6,1024
1555107517,Clouds,3,87,5,1024
1555111129,Clouds,4,87,6,1024
1555114724,Clouds,5,75,6,1024
1555118169,Clouds,6,75,7,1024
1555121800,Clouds,7,70,7,1024
1555125726,Clouds,7,75,7,1024
1555129346,Clouds,6,75,6,1024
1555132717,Clouds,6,75,6,1024
1555136327,Clouds,6,75,6,1024
1555140226,Clouds,6,81,7,1024
